"","system.index","index","latitude","longitude","ratio",".geo"
"2641","00000000000000000fc4",3814,25.8,110.6,0.137225549,"{""type"":""Point"",""coordinates"":[110.60000200343514,25.800001967153573]}"
"2642","00000000000000000f99",3771,26.8,109.9,0.294440094,"{""type"":""Point"",""coordinates"":[109.89999894276204,26.79999996939934]}"
"2643","000000000000000011a8",4521,26.8,118.2,0.215828655,"{""type"":""Point"",""coordinates"":[118.20000019780615,26.79999996939934]}"
"2644","0000000000000000282a",10077,26.8,117.9,0.168311037,"{""type"":""Point"",""coordinates"":[117.90000079713244,26.79999996939934]}"
"2645","2914",10311,26.8,117.9,0.201833639,"{""type"":""Point"",""coordinates"":[117.90000079713244,26.79999996939934]}"
"2646","000000000000000011ac",4525,26.8,118.3,0.212284806,"{""type"":""Point"",""coordinates"":[118.29999999803077,26.799999969399344]}"
"2647","0000000000000000001f",4192,26.8,104.2,0.190488334,"{""type"":""Point"",""coordinates"":[104.200001411759,26.799999969399344]}"
"2648","00000000000000000f89",3755,26.8,104.2,0.257016046,"{""type"":""Point"",""coordinates"":[104.200001411759,26.799999969399344]}"
"2649","0000000000000000285d",10128,26.8,117.8,0.176099852,"{""type"":""Point"",""coordinates"":[117.80000099690787,26.799999969399344]}"
"2650","000000000000000011ad",4526,26.8,117.92,0.198675497,"{""type"":""Point"",""coordinates"":[117.91999986535714,26.799999969399344]}"
"2651","0000000000000000117b",4476,26.8,109.5,0.202791884,"{""type"":""Point"",""coordinates"":[109.49999974186373,26.799999969399344]}"
"2652","2.90E+05",10519,30.8,110.03,0.231632227,"{""type"":""Point"",""coordinates"":[110.0299995748742,30.800000896584546]}"
"2653","00000000000000002a34",10599,30.8,110.03,0.247024821,"{""type"":""Point"",""coordinates"":[110.0299995748742,30.800000896584546]}"
"2654","00000000000000002aa4",10711,30.8,110.03,0.269497246,"{""type"":""Point"",""coordinates"":[110.0299995748742,30.800000896584546]}"
"2655","00000000000000002ac8",10747,30.8,110.03,0.278834225,"{""type"":""Point"",""coordinates"":[110.0299995748742,30.800000896584546]}"
"2656","00000000000000002b65",10904,30.8,110.03,0.32843533,"{""type"":""Point"",""coordinates"":[110.0299995748742,30.800000896584546]}"
"2657","279",411,0.9,110.7,0.209,"{""type"":""Point"",""coordinates"":[110.70000180365969,0.8999982020211954]}"
"2658","00000000000000002c53",11142,0.9,110.7,0.209,"{""type"":""Point"",""coordinates"":[110.70000180365969,0.8999982020211954]}"
"2659","0000000000000000257c",13497,1.05,110.9166667,0.290731707,"{""type"":""Point"",""coordinates"":[110.9166650647456,1.0499979023580617]}"
"2660","1986",6535,1.05,110.917,0.335147956,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2661","000000000000000019b8",6585,1.05,110.917,0.247890812,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2662","000000000000000019c3",6596,1.05,110.917,0.232345786,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2663","000000000000000019c6",6599,1.05,110.917,0.245900546,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2664","000000000000000019c8",6601,1.05,110.917,0.335147956,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2665","000000000000000019c9",6602,1.05,110.917,0.073789533,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2666","1.90E+06",6630,1.05,110.917,0.343620359,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2667","1.90E+07",6631,1.05,110.917,0.317296918,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2668","1.90E+08",6632,1.05,110.917,0.424488622,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2669","1.90E+09",6633,1.05,110.917,0.386183216,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2670","1.90E+10",6634,1.05,110.917,0.220784347,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2671","000000000000000019ea",6635,1.05,110.917,0.185343879,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2672","000000000000000019eb",6636,1.05,110.917,0.232441601,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2673","000000000000000019ec",6637,1.05,110.917,0.226580726,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2674","000000000000000019ed",6638,1.05,110.917,0.265230737,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2675","000000000000000019ee",6639,1.05,110.917,0.128467879,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2676","000000000000000019ef",6640,1.05,110.917,0.19414585,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
